Speed,Altitude,Distance,Direction,Acceleration,RadarSignature,TrajectoryAngle,ObjectType,ThreatLevel
2546,1433,83,Away,10,4,85,Missile,Unknown
1913,9496,66,Towards,12,7,86,Missile,High
122,143,63,Towards,3,2,12,Drone,Low
131,267,56,Away,4,3,23,Drone,Unknown
223,2035,16,Towards,4,5,18,Helicopter,Medium
1499,14991,41,Away,13,5,47,Unknown,Unknown
271,2770,97,Towards,4,5,22,Helicopter,Medium
191,1543,30,Towards,3,5,18,Helicopter,Medium
100,376,25,Away,4,1,26,Drone,Unknown
74,776,62,Away,18,3,55,Unknown,Unknown
1972,3566,89,Towards,16,4,57,Unknown,Unknown
1175,11923,75,Away,7,10,55,Fighter,Medium
2379,3752,91,Away,20,9,56,Unknown,Unknown
2332,5627,54,Away,7,2,13,Unknown,Unknown
1505,9259,62,Away,17,9,7,Unknown,Unknown
56,448,70,Towards,1,2,17,Drone,Low
881,14554,77,Away,11,10,46,Fighter,Medium
1947,4672,74,Towards,16,6,80,Missile,High
817,12954,79,Away,3,9,51,Unknown,Unknown
228,2400,43,Away,5,6,20,Helicopter,Medium
943,10986,60,Towards,10,8,56,Fighter,High
1883,406,91,Away,6,6,86,Unknown,Unknown
63,319,17,Away,1,2,12,Drone,Unknown
1503,8537,77,Towards,9,2,26,Unknown,Unknown
1373,1471,73,Towards,16,2,38,Unknown,Unknown
2479,14462,14,Towards,2,7,3,Unknown,Unknown
155,849,61,Towards,4,6,16,Helicopter,Medium
1314,6246,90,Away,16,5,90,Missile,Unknown
743,2281,43,Away,19,3,79,Unknown,Unknown
181,2062,70,Away,3,5,10,Helicopter,Medium
2531,6629,95,Away,17,8,75,Missile,Unknown
261,2331,79,Towards,2,8,11,Helicopter,Medium
166,1568,93,Away,4,5,19,Helicopter,Medium
85,11515,74,Towards,15,3,52,Unknown,Unknown
179,9452,93,Towards,13,5,19,Unknown,Unknown
705,6751,89,Away,9,4,4,Unknown,Unknown
68,106,28,Towards,1,2,29,Drone,Low
774,10346,76,Towards,8,8,41,Fighter,Medium
2962,4318,18,Towards,18,6,79,Missile,Critical
2259,6240,94,Away,13,5,81,Missile,Unknown
1074,8486,16,Away,6,9,46,Fighter,Medium
1911,11272,60,Away,20,8,90,Missile,Unknown
854,11043,59,Away,10,8,52,Fighter,Medium
121,309,41,Towards,4,1,17,Drone,Low
155,1631,39,Away,4,7,26,Helicopter,Medium
939,11658,64,Away,8,8,41,Fighter,Medium
360,13315,56,Towards,15,4,33,Unknown,Unknown
162,923,41,Away,4,8,35,Helicopter,Medium
1122,13689,60,Towards,11,7,54,Fighter,High
211,725,68,Away,2,8,36,Helicopter,Medium
71,484,12,Away,4,2,24,Drone,Unknown
146,438,94,Towards,3,1,14,Drone,Low
276,679,19,Towards,3,6,28,Helicopter,Medium
2914,10421,56,Towards,13,6,74,Missile,High
203,1607,83,Away,4,7,28,Helicopter,Medium
852,5362,75,Towards,16,3,78,Unknown,Unknown
940,13626,86,Towards,11,10,52,Fighter,High
1751,7145,14,Towards,20,5,70,Unknown,Unknown
949,8307,87,Towards,8,9,69,Fighter,High
76,239,51,Towards,3,1,30,Drone,Low
126,452,91,Away,1,1,17,Drone,Unknown
1712,12813,61,Away,13,4,74,Unknown,Unknown
503,13252,99,Towards,18,10,23,Unknown,Unknown
818,8567,90,Away,10,8,68,Fighter,Medium
504,3349,90,Away,7,5,51,Unknown,Unknown
104,990,64,Away,1,8,76,Unknown,Unknown
203,5550,55,Away,13,8,24,Unknown,Unknown
1404,1013,33,Away,18,3,88,Unknown,Unknown
927,11998,68,Towards,8,7,65,Fighter,High
951,9165,38,Towards,6,7,51,Fighter,Critical
675,5771,36,Towards,13,2,49,Unknown,Unknown
1147,8536,85,Towards,12,10,32,Fighter,High
221,1948,72,Away,5,6,38,Helicopter,Medium
716,12857,100,Away,10,9,36,Fighter,Medium
190,2563,94,Away,3,7,26,Helicopter,Medium
196,1082,74,Away,4,5,11,Helicopter,Medium
1666,9681,46,Towards,11,7,75,Missile,Critical
972,9012,72,Away,6,7,34,Fighter,Medium
2928,11119,29,Away,19,7,84,Missile,Unknown
744,8412,16,Towards,10,7,62,Fighter,Medium
956,12665,75,Towards,6,8,34,Fighter,High
1091,13452,12,Away,9,1,73,Unknown,Unknown
165,2488,90,Towards,2,6,26,Helicopter,Medium
132,114,35,Towards,3,1,21,Drone,Low
2469,8341,53,Away,17,8,76,Missile,Unknown
270,909,45,Towards,2,8,28,Helicopter,Medium
2576,7485,79,Towards,17,4,83,Missile,High
115,3309,84,Towards,13,7,86,Unknown,Unknown
1046,13552,71,Away,7,10,53,Fighter,Medium
2445,3476,26,Towards,2,4,50,Unknown,Unknown
148,225,20,Towards,1,3,0,Drone,Low
180,2412,37,Away,2,7,36,Helicopter,Medium
1535,8738,87,Towards,4,2,21,Unknown,Unknown
2165,3926,68,Towards,11,7,72,Missile,High
137,317,65,Away,1,1,9,Drone,Unknown
2170,4387,9,Towards,5,8,81,Unknown,Unknown
282,2044,41,Away,4,6,22,Helicopter,Medium
1947,12086,24,Away,6,10,37,Unknown,Unknown
277,2849,9,Towards,5,6,11,Helicopter,Medium
725,8216,65,Away,6,10,34,Fighter,Medium
1871,3034,40,Away,11,5,89,Missile,Unknown
110,354,45,Towards,3,1,5,Drone,Low
111,388,81,Towards,1,3,7,Drone,Low
2674,1422,11,Away,10,8,70,Missile,Unknown
855,10641,67,Away,12,8,34,Fighter,Medium
2718,6505,48,Away,15,7,89,Missile,Unknown
910,8728,91,Towards,7,8,67,Fighter,High
51,484,46,Away,4,3,22,Drone,Unknown
1285,6179,63,Away,15,8,83,Missile,Unknown
827,9197,17,Towards,12,9,70,Fighter,Medium
498,2579,28,Towards,12,6,90,Unknown,Unknown
83,452,98,Towards,4,3,0,Drone,Low
1599,10944,33,Away,13,5,70,Missile,Unknown
109,152,28,Away,2,1,13,Drone,Unknown
2215,7131,58,Away,13,6,59,Unknown,Unknown
63,422,97,Towards,1,3,7,Drone,Low
122,187,5,Away,3,2,1,Drone,Unknown
2058,7286,60,Away,6,4,63,Unknown,Unknown
68,438,21,Away,1,3,11,Drone,Unknown
2900,4876,26,Away,13,5,70,Missile,Unknown
1065,14642,34,Away,7,7,33,Fighter,Medium
826,10117,68,Towards,10,9,30,Fighter,Medium
2415,6897,42,Towards,10,7,73,Missile,Critical
1656,8894,59,Towards,20,4,87,Missile,High
1091,11054,14,Away,12,10,59,Fighter,Medium
224,1052,57,Away,5,8,27,Helicopter,Medium
1426,1346,41,Towards,12,4,22,Unknown,Unknown
291,516,56,Away,5,7,22,Helicopter,Medium
1031,8778,11,Away,6,8,55,Fighter,Medium
724,14147,75,Away,6,9,61,Fighter,Medium
1007,12198,30,Away,7,8,65,Fighter,Medium
1508,5719,59,Away,14,8,77,Missile,Unknown
288,12248,82,Towards,10,9,82,Unknown,Unknown
831,3645,96,Towards,13,8,45,Unknown,Unknown
1013,11401,60,Towards,9,8,58,Fighter,High
193,795,91,Away,3,5,12,Helicopter,Medium
780,11491,71,Towards,7,8,34,Fighter,Medium
785,8834,30,Away,6,7,64,Fighter,Medium
110,341,6,Away,1,1,25,Drone,Unknown
59,419,5,Away,2,1,25,Drone,Unknown
1097,9540,23,Towards,9,8,68,Fighter,Critical
791,8388,23,Away,7,9,50,Fighter,Medium
136,185,52,Towards,3,2,3,Drone,Low
122,423,94,Towards,1,1,7,Drone,Low
55,132,65,Towards,1,1,13,Drone,Low
257,512,84,Away,5,5,19,Helicopter,Medium
845,8474,84,Away,9,7,41,Fighter,Medium
1171,11506,30,Towards,9,7,53,Fighter,Critical
488,3802,16,Towards,17,10,61,Unknown,Unknown
68,197,13,Away,3,3,1,Drone,Unknown
253,2810,94,Away,2,5,24,Helicopter,Medium
1366,9531,5,Away,9,8,61,Unknown,Unknown
325,10506,62,Away,1,7,81,Unknown,Unknown
2483,2292,75,Towards,11,5,73,Missile,High
1001,14399,53,Towards,8,8,52,Fighter,High
241,1024,83,Away,2,5,22,Helicopter,Medium
1474,7804,50,Away,18,8,80,Missile,Unknown
660,861,61,Away,19,6,56,Unknown,Unknown
2609,8427,93,Towards,18,4,71,Missile,High
1059,10190,46,Away,8,8,34,Fighter,Medium
300,828,64,Towards,3,6,19,Helicopter,Medium
149,388,55,Away,2,1,7,Drone,Unknown
1019,12056,30,Away,8,7,61,Fighter,Medium
222,1306,75,Towards,5,5,23,Helicopter,Medium
296,2586,27,Away,2,8,35,Helicopter,Medium
1249,3975,96,Towards,14,6,82,Missile,High
91,420,86,Towards,2,2,16,Drone,Low
95,273,5,Away,4,2,24,Drone,Unknown
859,11307,53,Towards,10,8,62,Fighter,Medium
701,10847,32,Away,12,7,41,Fighter,Medium
936,3168,33,Towards,18,7,67,Unknown,Unknown
1169,14426,71,Away,7,10,65,Fighter,Medium
262,1346,75,Away,3,5,33,Helicopter,Medium
820,10424,97,Away,12,7,33,Fighter,Medium
65,129,52,Towards,3,1,26,Drone,Low
722,8325,60,Towards,7,10,63,Fighter,Medium
2834,11116,41,Away,15,8,85,Missile,Unknown
1105,10206,9,Away,11,8,65,Fighter,Medium
1649,9862,20,Away,20,9,87,Unknown,Unknown
1414,3795,84,Towards,13,4,33,Unknown,Unknown
875,13330,32,Away,7,8,55,Fighter,Medium
2563,8751,81,Away,12,4,70,Missile,Unknown
2471,10590,76,Towards,16,5,58,Unknown,Unknown
1433,698,20,Towards,20,7,85,Missile,Critical
1097,13869,64,Away,6,9,67,Fighter,Medium
1230,2309,85,Away,18,8,70,Missile,Unknown
294,1668,16,Away,4,7,11,Helicopter,Medium
1991,7793,65,Towards,20,8,73,Missile,High
72,346,53,Away,3,2,5,Drone,Unknown
829,12347,29,Away,6,8,69,Fighter,Medium
191,1740,84,Towards,2,8,14,Helicopter,Medium
834,12216,68,Away,12,8,30,Fighter,Medium
742,9408,87,Away,9,10,60,Fighter,Medium
134,171,98,Away,2,3,15,Drone,Unknown
1451,7459,79,Towards,12,7,71,Missile,High
2239,7529,60,Towards,10,8,76,Missile,High
254,1261,7,Towards,3,6,26,Helicopter,Medium
178,1405,61,Away,3,8,22,Helicopter,Medium
249,1466,15,Towards,5,8,40,Helicopter,Medium
1389,8165,64,Towards,12,4,75,Missile,High
953,8720,70,Towards,8,7,30,Fighter,High
119,271,44,Away,1,2,14,Drone,Unknown
87,8514,46,Towards,5,4,79,Unknown,Unknown
1302,10616,77,Away,17,7,75,Missile,Unknown
227,4765,60,Towards,8,2,22,Unknown,Unknown
149,437,41,Towards,4,3,19,Drone,Low
1113,11491,69,Away,11,8,46,Fighter,Medium
2720,6954,72,Towards,15,4,72,Missile,High
881,8612,49,Towards,12,7,49,Fighter,Medium
1813,9072,91,Away,18,7,53,Unknown,Unknown
1156,11269,43,Towards,9,10,37,Fighter,Critical
1254,9570,100,Towards,18,2,59,Unknown,Unknown
80,252,84,Towards,2,2,2,Drone,Low
979,8702,59,Towards,7,8,40,Fighter,High
2243,10835,90,Away,15,8,90,Missile,Unknown
104,205,69,Towards,2,2,0,Drone,Low
144,497,38,Away,2,1,5,Drone,Unknown
255,2829,39,Away,2,6,24,Helicopter,Medium
136,467,53,Towards,2,1,10,Drone,Low
1152,9216,70,Towards,9,9,53,Fighter,High
86,482,17,Away,4,3,26,Drone,Unknown
92,9087,72,Towards,15,4,41,Unknown,Unknown
212,2449,45,Towards,3,6,33,Helicopter,Medium
1316,3528,8,Away,19,6,74,Unknown,Unknown
144,378,16,Towards,4,2,6,Drone,Low
174,1998,27,Away,5,7,11,Helicopter,Medium
784,10775,25,Towards,8,9,37,Fighter,Medium
2805,6840,69,Away,19,6,88,Missile,Unknown
927,14470,69,Towards,10,9,35,Fighter,High
1079,9376,90,Away,8,9,67,Fighter,Medium
993,8421,71,Towards,6,10,54,Fighter,High
74,421,25,Towards,1,3,5,Drone,Low
1080,13552,58,Towards,11,7,69,Fighter,High
183,1944,34,Away,3,5,10,Helicopter,Medium
67,102,87,Away,4,2,24,Drone,Unknown
297,2167,17,Towards,3,5,16,Helicopter,Medium
210,1949,32,Away,5,8,33,Helicopter,Medium
2369,4397,94,Towards,15,5,82,Missile,High
905,11091,98,Away,6,7,46,Fighter,Medium
1893,10233,69,Away,13,1,4,Unknown,Unknown
83,307,59,Away,3,2,10,Drone,Unknown
101,428,50,Away,4,1,27,Drone,Unknown
270,989,53,Towards,3,5,39,Helicopter,Medium
88,380,22,Away,4,1,9,Drone,Unknown
119,3509,25,Towards,8,10,10,Unknown,Unknown
1886,5848,10,Towards,20,9,11,Unknown,Unknown
878,9716,63,Away,8,10,58,Fighter,Medium
283,673,49,Away,3,7,38,Helicopter,Medium
284,1398,85,Towards,2,7,11,Helicopter,Medium
150,263,79,Away,3,2,12,Drone,Unknown
1784,10770,68,Towards,2,1,90,Unknown,Unknown
160,2220,27,Away,3,5,37,Helicopter,Medium
896,8952,71,Towards,9,7,54,Fighter,Medium
1067,11056,31,Towards,10,10,63,Fighter,Critical
1691,4193,18,Away,15,7,84,Missile,Unknown
800,11254,78,Towards,12,8,54,Fighter,Medium
188,3273,12,Away,17,5,90,Unknown,Unknown
150,125,49,Towards,1,1,11,Drone,Low
1243,4307,57,Away,20,5,73,Missile,Unknown
2042,5460,13,Towards,14,7,86,Missile,Critical
201,1031,27,Towards,4,5,14,Helicopter,Medium
2390,12982,16,Away,17,3,3,Unknown,Unknown
2982,889,57,Away,12,5,81,Missile,Unknown
220,2780,41,Away,4,7,15,Helicopter,Medium
1001,5160,20,Away,4,2,40,Unknown,Unknown
175,2848,56,Away,2,8,38,Helicopter,Medium
271,2620,51,Away,5,6,17,Helicopter,Medium
2461,4005,25,Towards,1,3,18,Unknown,Unknown
85,158,75,Towards,3,1,8,Drone,Low
156,1991,77,Away,2,6,11,Helicopter,Medium
62,241,65,Away,4,1,0,Drone,Unknown
1793,127,49,Away,3,7,77,Unknown,Unknown
74,247,97,Towards,1,3,8,Drone,Low
172,1640,60,Away,2,8,25,Helicopter,Medium
2498,5900,56,Towards,13,8,87,Missile,High
1721,633,16,Towards,4,4,82,Unknown,Unknown
248,2916,12,Away,2,7,36,Helicopter,Medium
285,1676,23,Towards,3,8,34,Helicopter,Medium
1701,11624,32,Away,7,3,68,Unknown,Unknown
1696,7571,64,Away,19,8,88,Missile,Unknown
2588,2882,24,Towards,18,5,73,Missile,Critical
1108,10261,5,Towards,9,10,64,Fighter,Critical
179,1364,16,Away,3,6,15,Helicopter,Medium
226,1432,75,Away,4,7,18,Helicopter,Medium
992,10966,41,Towards,8,10,69,Fighter,Critical
195,777,80,Away,5,8,16,Helicopter,Medium
975,8824,96,Towards,12,10,44,Fighter,High
790,12213,97,Towards,9,10,63,Fighter,Medium
125,260,79,Away,3,2,14,Drone,Unknown
1102,8575,71,Towards,12,10,39,Fighter,High
1135,11534,25,Away,6,7,47,Fighter,Medium
774,1462,51,Towards,9,4,46,Unknown,Unknown
132,355,76,Away,4,3,13,Drone,Unknown
217,1312,65,Away,5,6,28,Helicopter,Medium
2582,8264,91,Towards,20,8,73,Missile,High
1950,4667,71,Away,17,6,39,Unknown,Unknown
1796,1777,38,Towards,13,6,82,Missile,Critical
105,139,42,Towards,1,2,29,Drone,Low
821,13307,49,Towards,6,8,65,Fighter,Medium
1717,10694,54,Away,11,8,71,Missile,Unknown
96,258,12,Away,3,2,9,Drone,Unknown
1342,861,40,Away,20,5,24,Unknown,Unknown
960,3746,52,Away,12,7,14,Unknown,Unknown
2132,10869,50,Away,14,4,81,Missile,Unknown
1929,10929,70,Towards,10,7,81,Missile,High
218,970,94,Away,5,7,31,Helicopter,Medium
238,2559,58,Towards,3,8,39,Helicopter,Medium
779,13351,59,Away,12,9,69,Fighter,Medium
266,505,26,Away,4,8,10,Helicopter,Medium
174,1738,16,Away,3,6,12,Helicopter,Medium
1375,1447,35,Towards,17,8,71,Missile,Critical
65,361,77,Away,2,1,2,Drone,Unknown
723,14356,86,Away,8,8,45,Fighter,Medium
1130,6660,8,Away,10,3,71,Unknown,Unknown
2031,12756,31,Towards,12,3,27,Unknown,Unknown
2780,6819,54,Towards,17,5,79,Missile,High
204,1078,93,Away,3,6,26,Helicopter,Medium
951,11360,52,Away,9,7,35,Fighter,Medium
760,8351,44,Away,12,9,36,Fighter,Medium
1481,1895,70,Away,17,7,89,Missile,Unknown
2215,10631,59,Away,18,5,84,Missile,Unknown
2412,5243,15,Away,19,4,76,Missile,Unknown
931,8926,88,Towards,7,9,50,Fighter,High
94,221,80,Away,4,3,3,Drone,Unknown
1377,377,44,Away,17,10,6,Unknown,Unknown
1686,2456,80,Towards,19,6,84,Missile,High
2414,8000,29,Away,2,2,35,Unknown,Unknown
273,2340,68,Towards,5,7,19,Helicopter,Medium
1308,13915,8,Away,19,1,26,Unknown,Unknown
269,14718,76,Away,11,3,86,Unknown,Unknown
985,8646,100,Towards,8,10,30,Fighter,High
222,2094,55,Towards,3,7,40,Helicopter,Medium
1100,13475,52,Away,6,7,37,Fighter,Medium
300,2065,8,Towards,3,6,19,Helicopter,Medium
257,934,73,Away,4,8,30,Helicopter,Medium
94,170,45,Towards,1,3,23,Drone,Low
135,331,35,Away,4,3,18,Drone,Unknown
2209,6190,24,Towards,16,6,88,Missile,Critical
163,2092,96,Away,4,5,13,Helicopter,Medium
284,2103,11,Towards,2,7,25,Helicopter,Medium
256,2650,15,Towards,2,7,12,Helicopter,Medium
1274,8723,45,Away,16,4,67,Unknown,Unknown
2790,4364,24,Towards,12,5,75,Missile,Critical
85,114,83,Away,1,2,22,Drone,Unknown
202,2357,94,Away,3,7,38,Helicopter,Medium
622,8298,34,Towards,12,2,28,Unknown,Unknown
111,288,5,Towards,3,2,29,Drone,Low
174,779,76,Away,5,5,38,Helicopter,Medium
1420,8990,74,Towards,16,8,80,Missile,High
106,185,26,Towards,1,1,11,Drone,Low
113,455,96,Away,2,1,0,Drone,Unknown
109,164,68,Away,3,1,18,Drone,Unknown
123,210,83,Towards,3,3,23,Drone,Low
94,346,95,Towards,1,1,6,Drone,Low
1988,11261,58,Away,20,6,89,Missile,Unknown
175,1076,76,Away,2,8,32,Helicopter,Medium
2574,6500,52,Away,20,7,78,Missile,Unknown
192,9133,81,Away,5,2,28,Unknown,Unknown
1276,5643,53,Towards,12,6,76,Missile,High
234,1756,67,Towards,2,5,30,Helicopter,Medium
407,10510,46,Towards,8,4,1,Unknown,Unknown
955,8184,84,Towards,7,8,69,Fighter,High
753,12489,65,Away,6,10,70,Fighter,Medium
972,13987,19,Towards,10,10,33,Fighter,Critical
94,487,39,Towards,3,3,19,Drone,Low
1903,3560,58,Away,15,5,81,Missile,Unknown
1568,8299,35,Towards,16,7,86,Missile,Critical
121,298,69,Away,1,2,10,Drone,Unknown
264,2246,62,Away,1,3,63,Unknown,Unknown
1471,13297,21,Towards,1,8,61,Unknown,Unknown
183,2916,42,Away,4,8,16,Helicopter,Medium
853,9747,14,Away,9,10,53,Fighter,Medium
204,551,84,Towards,4,7,32,Helicopter,Medium
2608,6219,62,Towards,17,5,71,Missile,High
75,257,10,Towards,3,2,22,Drone,Low
247,1163,10,Towards,2,6,34,Helicopter,Medium
2963,2929,97,Away,17,4,90,Missile,Unknown
2158,4437,94,Away,11,5,82,Missile,Unknown
276,784,30,Away,3,8,37,Helicopter,Medium
605,6470,25,Towards,16,1,40,Unknown,Unknown
1312,8112,56,Away,14,6,78,Missile,Unknown
160,809,20,Towards,4,8,15,Helicopter,Medium
2394,4812,41,Towards,17,6,72,Missile,Critical
280,6198,28,Away,2,8,47,Unknown,Unknown
63,173,48,Away,2,2,30,Drone,Unknown
111,128,12,Towards,3,2,25,Drone,Low
189,2681,35,Away,4,6,29,Helicopter,Medium
300,2749,81,Away,2,5,31,Helicopter,Medium
823,6887,96,Away,16,10,38,Unknown,Unknown
249,1997,59,Towards,5,7,23,Helicopter,Medium
2674,10884,72,Towards,18,6,83,Missile,High
2464,3586,43,Towards,12,4,90,Missile,Critical
238,1992,65,Away,4,8,37,Helicopter,Medium
2511,5155,95,Towards,17,8,85,Missile,High
251,571,98,Towards,4,5,31,Helicopter,Medium
2819,11404,37,Towards,11,5,85,Missile,Critical
1366,818,88,Towards,12,8,77,Missile,High
2745,5129,35,Away,13,7,78,Missile,Unknown
162,2719,67,Away,5,7,38,Helicopter,Medium
861,13340,22,Towards,9,8,43,Fighter,Medium
142,407,63,Away,3,1,21,Drone,Unknown
813,11102,71,Towards,8,8,31,Fighter,Medium
2485,3766,27,Away,19,5,83,Missile,Unknown
75,197,51,Away,4,1,9,Drone,Unknown
2377,4405,54,Away,14,5,70,Missile,Unknown
98,159,23,Towards,4,1,6,Drone,Low
181,2513,78,Away,4,7,27,Helicopter,Medium
2473,13929,21,Away,20,1,86,Unknown,Unknown
53,311,6,Away,1,1,5,Drone,Unknown
282,2668,84,Towards,4,7,13,Helicopter,Medium
359,7781,36,Towards,5,3,9,Unknown,Unknown
164,785,19,Away,4,6,32,Helicopter,Medium
78,292,59,Away,3,2,2,Drone,Unknown
2816,5696,42,Towards,13,8,87,Missile,Critical
797,13214,21,Away,6,7,39,Fighter,Medium
124,320,23,Towards,1,1,7,Drone,Low
199,1938,86,Away,5,6,12,Helicopter,Medium
1633,2496,54,Towards,17,8,86,Missile,High
2502,8690,19,Towards,11,6,82,Missile,Critical
2155,3525,8,Away,12,7,80,Missile,Unknown
86,212,46,Towards,2,1,17,Drone,Low
1107,11205,28,Away,10,10,53,Fighter,Medium
113,264,94,Towards,1,3,0,Drone,Low
1865,11587,79,Away,20,8,75,Missile,Unknown
1075,11043,37,Towards,12,10,32,Fighter,Critical
1950,11875,94,Away,11,7,84,Missile,Unknown
1102,10975,55,Away,12,10,36,Fighter,Medium
2139,12508,31,Towards,11,10,47,Unknown,Unknown
173,1705,15,Away,2,5,31,Helicopter,Medium
115,297,42,Towards,2,3,22,Drone,Low
196,2607,24,Towards,2,5,37,Helicopter,Medium
98,362,73,Towards,3,2,26,Drone,Low
277,1310,9,Towards,5,7,11,Helicopter,Medium
161,2646,83,Away,2,8,20,Helicopter,Medium
2028,7395,23,Towards,5,1,86,Unknown,Unknown
132,219,96,Towards,3,2,15,Drone,Low
742,14561,10,Towards,7,7,43,Fighter,Medium
1382,4277,19,Towards,13,4,83,Missile,Critical
789,14106,31,Towards,7,8,32,Fighter,Medium
728,10486,64,Towards,7,10,56,Fighter,Medium
66,272,37,Towards,4,3,6,Drone,Low
2487,3583,35,Towards,11,6,87,Missile,Critical
2052,2920,12,Towards,16,5,72,Missile,Critical
936,13653,66,Towards,6,10,38,Fighter,High
2515,6831,71,Towards,13,4,73,Missile,High
1112,11500,62,Towards,9,10,39,Fighter,High
206,1565,35,Towards,4,6,27,Helicopter,Medium
234,2176,43,Towards,2,5,15,Helicopter,Medium
2213,5204,100,Towards,18,10,55,Unknown,Unknown
1045,13166,97,Towards,16,8,60,Unknown,Unknown
926,9292,55,Away,8,9,42,Fighter,Medium
291,2056,82,Away,2,5,29,Helicopter,Medium
2214,2903,88,Towards,20,7,88,Missile,High
194,1103,5,Towards,3,8,20,Helicopter,Medium
108,204,74,Towards,2,3,3,Drone,Low
63,383,50,Towards,4,3,11,Drone,Low
94,353,6,Towards,2,1,5,Drone,Low
242,1546,81,Away,4,8,14,Helicopter,Medium
1869,11133,14,Towards,9,7,73,Unknown,Unknown
142,7804,10,Away,5,1,87,Unknown,Unknown
113,425,20,Away,3,2,12,Drone,Unknown
1143,14961,5,Away,3,7,16,Unknown,Unknown
194,1168,16,Towards,2,8,37,Helicopter,Medium
1972,1333,15,Towards,19,7,71,Missile,Critical
1320,7000,38,Away,4,8,27,Unknown,Unknown
712,10312,24,Away,9,10,46,Fighter,Medium
91,146,25,Towards,3,1,3,Drone,Low
210,1180,61,Towards,4,6,30,Helicopter,Medium
58,328,95,Away,1,1,13,Drone,Unknown
216,1936,52,Towards,5,5,37,Helicopter,Medium
930,9376,81,Towards,10,8,37,Fighter,High
287,1639,27,Towards,3,7,29,Helicopter,Medium
2615,896,61,Towards,10,6,84,Missile,High
118,277,57,Towards,4,2,11,Drone,Low
876,13076,15,Away,10,8,63,Fighter,Medium
77,307,61,Towards,1,1,13,Drone,Low
2599,8560,60,Away,15,4,80,Missile,Unknown
1050,13524,34,Away,8,8,54,Fighter,Medium
63,346,60,Away,2,3,4,Drone,Unknown
235,2696,71,Away,4,8,28,Helicopter,Medium
102,209,94,Away,2,3,11,Drone,Unknown
264,710,53,Towards,2,5,37,Helicopter,Medium
2465,4850,39,Away,15,8,40,Unknown,Unknown
2351,9249,92,Towards,14,8,86,Missile,High
970,14010,29,Towards,10,9,35,Fighter,Critical
2117,7016,8,Towards,12,4,84,Missile,Critical
161,1818,7,Towards,3,8,34,Helicopter,Medium
55,190,23,Towards,1,1,23,Drone,Low
1067,11833,50,Away,19,3,65,Unknown,Unknown
204,2136,12,Towards,2,8,27,Helicopter,Medium
755,13809,81,Away,10,8,57,Fighter,Medium
271,1668,35,Away,5,8,36,Helicopter,Medium
104,187,43,Away,4,2,29,Drone,Unknown
2330,11041,10,Towards,15,8,74,Missile,Critical
98,124,28,Away,2,1,4,Drone,Unknown
2260,6579,85,Towards,17,4,71,Unknown,Unknown
64,378,37,Towards,4,3,17,Drone,Low
107,229,40,Away,1,3,14,Drone,Unknown
90,240,86,Towards,2,2,26,Drone,Low
271,1686,64,Towards,2,5,28,Helicopter,Medium
260,1774,19,Away,2,7,37,Helicopter,Medium
257,1821,75,Towards,3,6,39,Helicopter,Medium
2830,2744,47,Away,16,5,82,Missile,Unknown
54,186,61,Towards,4,1,8,Drone,Low
820,8125,99,Towards,6,8,47,Fighter,Medium
1007,14055,57,Towards,8,8,37,Fighter,High
784,9565,63,Towards,11,9,44,Fighter,Medium
2684,9280,29,Away,17,5,77,Missile,Unknown
926,9876,70,Towards,6,10,63,Fighter,High
1168,8365,90,Away,8,8,70,Fighter,Medium
1645,7924,52,Away,13,7,70,Missile,Unknown
1416,1198,42,Away,13,7,85,Missile,Unknown
213,1250,27,Away,3,6,34,Helicopter,Medium
185,2662,46,Towards,2,6,13,Helicopter,Medium
295,1659,86,Away,4,8,34,Helicopter,Medium
136,355,25,Away,2,2,26,Drone,Unknown
1981,8418,62,Towards,18,6,79,Missile,High
2525,773,46,Towards,19,7,75,Missile,Critical
109,446,15,Towards,3,3,23,Drone,Low
191,2692,11,Away,4,5,16,Helicopter,Medium
136,470,33,Away,1,2,0,Drone,Unknown
111,429,46,Towards,1,1,15,Drone,Low
1776,5000,66,Towards,15,7,88,Missile,High
52,100,74,Towards,4,2,30,Drone,Low
1513,6722,90,Away,3,4,51,Unknown,Unknown
2339,4355,60,Away,19,8,9,Unknown,Unknown
50,222,31,Towards,4,2,1,Drone,Low
377,3837,88,Away,14,9,35,Unknown,Unknown
1077,12932,90,Towards,6,7,61,Fighter,High
2189,7820,47,Away,13,6,89,Missile,Unknown
1515,6414,95,Towards,20,9,14,Unknown,Unknown
1184,14745,24,Away,6,8,36,Fighter,Medium
2816,8327,48,Away,18,7,78,Missile,Unknown
1395,8701,72,Towards,14,5,30,Unknown,Unknown
1314,4252,95,Towards,9,10,9,Unknown,Unknown
101,311,91,Away,2,2,16,Drone,Unknown
85,218,84,Away,1,1,2,Drone,Unknown
2448,2242,42,Towards,14,5,74,Missile,Critical
90,329,55,Towards,3,1,9,Drone,Low
274,1345,61,Away,5,6,12,Helicopter,Medium
718,11240,59,Towards,10,3,72,Unknown,Unknown
226,1063,29,Away,2,5,32,Helicopter,Medium
928,13338,35,Away,7,8,39,Fighter,Medium
115,393,59,Towards,2,2,27,Drone,Low
1301,5627,72,Towards,15,5,72,Missile,High
